,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
334,Noumea,0,NC,9/29/19 14:45,93,-22.28,166.46,75.99,3.36
335,Alice Springs,0,AU,9/29/19 14:45,14,-23.7,133.88,75.2,6.93
336,Bilibino,57,RU,9/29/19 14:45,96,68.06,166.44,16.69,6.33
337,Lorengau,26,PG,9/29/19 14:45,79,-2.02,147.27,78.07,2.21
338,Kendari,0,ID,9/29/19 14:41,93,-3.99,122.52,70.15,1.36
339,Srisailam,62,IN,9/29/19 14:45,75,16.07,78.87,77.17,5.41
340,Shepetivka,31,UA,9/29/19 14:45,72,50.18,27.07,60.79,8.34
341,Hamilton,90,CA,9/29/19 14:42,81,43.26,-79.87,59,19.46
342,Dunedin,100,NZ,9/29/19 14:45,92,-45.87,170.5,46.99,1.99
343,Mayo,75,CA,9/29/19 14:45,74,63.59,-135.9,30.2,2.24
344,Karatau,100,KZ,9/29/19 14:45,77,43.18,70.46,46.57,6.98
345,Brae,95,GB,9/29/19 14:45,81,60.4,-1.35,53.6,10.29
346,Chuy,17,UY,9/29/19 14:45,75,-33.69,-53.46,64.21,10.74
347,Neyshabur,0,IR,9/29/19 14:46,64,36.21,58.79,58.63,7.96
348,Balikpapan,80,ID,9/29/19 14:46,98,-1.24,116.86,72.49,2.73
349,San Andres,100,PH,9/29/19 14:46,84,13.32,122.68,80.05,6.82
350,Hofn,0,IS,9/29/19 14:46,61,64.25,-15.21,48.2,6.93
351,Ha Tinh,0,VN,9/29/19 14:46,84,18.33,105.9,71.41,1.36
352,Ostrovnoy,100,RU,9/29/19 14:46,82,68.05,39.51,44.59,16.37
353,Ust-Koksa,100,RU,9/29/19 14:46,95,50.27,85.62,31.81,9.95
354,Guira de Melena,40,CU,9/29/19 14:46,88,22.79,-82.51,82.4,10.29
355,Saskylakh,0,RU,9/29/19 14:46,88,71.97,114.09,21.91,0.89
356,Chulym,100,RU,9/29/19 14:46,95,55.09,80.97,34.15,23.82
357,Plotnikovo,90,RU,9/29/19 14:46,86,55.04,83.4,39.2,13.42
358,Avera,1,US,9/29/19 14:46,69,33.19,-82.53,82.99,3.36
359,Manzanares,0,ES,9/29/19 14:46,20,39,-3.37,88,7
360,Vila,40,IT,9/29/19 14:46,53,45.18,8.4,81,8.05
361,Bikin,77,RU,9/29/19 14:46,71,46.82,134.25,42.61,4.97
362,Tudela,23,ES,9/29/19 14:46,30,42.06,-1.61,86,4.7
363,Ankazobe,75,MG,9/29/19 14:46,41,-18.32,47.12,78.8,6.93
364,Phan Thiet,0,VN,9/29/19 14:46,90,10.93,108.1,74.11,3.76
365,Gusinoye Ozero,67,RU,9/29/19 14:46,98,51.11,106.26,35.95,1.1
366,Beringovskiy,88,RU,9/29/19 14:46,85,63.05,179.32,31.99,4.21
367,La Reforma,20,MX,9/29/19 14:46,100,25.08,-108.06,82.99,12.08
368,Tutoia,20,BR,9/29/19 14:46,58,-2.76,-42.27,87.8,23.04
369,Yanam,75,IN,9/29/19 14:46,83,16.73,82.22,82.4,3.36
370,Lokosovo,7,RU,9/29/19 14:46,84,61.13,74.84,31.27,7.14
371,Kandi,18,BJ,9/29/19 14:46,56,11.13,2.93,89.95,6.71
372,Liepaja,61,LV,9/29/19 14:46,87,56.52,21.02,57.2,13.87
373,Kieta,100,PG,9/29/19 14:46,78,-6.22,155.63,80.59,5.5
374,Simao,59,CN,9/29/19 14:46,77,22.76,100.79,66.55,1.32
375,Southbridge,1,US,9/29/19 14:46,63,42.08,-72.03,72,10.29
376,Turukhansk,95,RU,9/29/19 14:46,97,65.8,87.96,31.63,2.3
377,Tigil,100,RU,9/29/19 14:46,67,57.8,158.67,42.25,10
378,Doembang Nangbuat,0,TH,9/29/19 14:46,67,14.85,100.1,86,1.23
379,Eyl,17,SO,9/29/19 14:46,72,7.98,49.82,77.53,16.93
380,Bataipora,0,BR,9/29/19 14:46,26,-22.3,-53.27,90.85,6.11
381,Iquitos,0,PE,9/29/19 14:46,78,-3.75,-73.25,82.4,3.36
382,Parkes,0,AU,9/29/19 14:46,88,-33.14,148.18,43.69,7.23
383,Sabya,75,SA,9/29/19 14:46,79,17.15,42.62,87.8,10.29
384,Kaposmero,0,HU,9/29/19 14:46,68,46.36,17.7,73.4,12.75
385,Lodja,100,CD,9/29/19 14:46,86,-3.52,23.6,75.01,5.53
386,Chapais,75,CA,9/29/19 14:46,55,49.78,-74.86,39.2,11.41
387,Mount Pleasant,90,US,9/29/19 14:46,83,33.16,-94.97,81,8.05
388,Chumikan,0,RU,9/29/19 14:46,60,54.72,135.31,31.45,6.51
389,Taree,0,AU,9/29/19 14:46,93,-31.91,152.46,53.6,4.7
390,Lasa,20,CY,9/29/19 14:46,61,34.92,32.53,82.4,12.75
391,Ust-Maya,0,RU,9/29/19 14:47,92,60.42,134.54,27.13,4.83
392,Ceglie Messapica,0,IT,9/29/19 14:47,73,40.65,17.52,82.4,6.93
393,Roebourne,0,AU,9/29/19 14:47,38,-20.77,117.15,69.79,8.86
394,Taksimo,100,RU,9/29/19 14:47,98,56.36,114.84,32.35,2.71
395,Waipawa,100,NZ,9/29/19 14:47,68,-39.94,176.59,55,1.01
396,Flers,75,FR,9/29/19 14:47,77,48.75,-0.57,64.4,29.97
397,Santa Isabel,1,MX,9/29/19 14:47,42,32.63,-115.58,66.2,25.28
398,Bayonet Point,40,US,9/29/19 14:47,69,28.33,-82.68,86,8.05
399,Trat,100,TH,9/29/19 14:47,84,12.25,102.51,87.01,0.6
400,Carballo,75,ES,9/29/19 14:47,83,43.21,-8.69,70,10.29
401,Sanary-sur-Mer,0,FR,9/29/19 14:47,73,43.12,5.8,80.01,13.87
402,Pokhara,100,NP,9/29/19 14:47,96,28.21,83.99,51.43,1.23
403,Mobaye,100,CF,9/29/19 14:47,95,4.33,21.18,73.93,2.86
404,Amapa,75,HN,9/29/19 14:47,78,15.09,-87.97,91,6.93
405,Arman,100,RU,9/29/19 14:47,95,59.7,150.17,30.01,12.19
406,Ingham,13,AU,9/29/19 14:47,98,-18.65,146.16,61.69,0.92
407,Sobolevo,100,RU,9/29/19 14:47,86,54.43,31.9,54.67,6.49
408,Yining,0,CN,9/29/19 14:47,65,29.04,114.56,65.11,1.12
409,Berdigestyakh,99,RU,9/29/19 14:47,93,62.1,126.7,30.55,4.92
410,Plettenberg Bay,100,ZA,9/29/19 14:47,95,-34.05,23.37,57.19,5.5
411,Tura,100,RU,9/29/19 14:47,68,64.27,100.22,28.93,4.18
412,Dingle,100,PH,9/29/19 14:47,81,11,122.67,74.11,1.59
413,Seydi,100,NE,9/29/19 14:47,47,13.34,7.75,96.8,6.93
414,Marrakesh,40,MA,9/29/19 14:47,11,31.63,-7.99,102.2,2.24
415,Cabo San Lucas,40,MX,9/29/19 14:45,77,22.89,-109.91,78.01,11.48
416,Manokwari,55,ID,9/29/19 14:47,85,-0.87,134.08,71.41,4.88
417,Siloam Springs,1,US,9/29/19 14:47,69,36.19,-94.54,80.01,12.75
418,Mangalore,40,IN,9/29/19 14:47,78,12.87,74.84,82.4,12.37
419,Baswa,48,IN,9/29/19 14:47,73,27.15,76.58,79.15,7.74
420,De-Kastri,0,RU,9/29/19 14:47,58,51.48,140.77,40.27,13.62
421,Moose Factory,75,CA,9/29/19 14:47,60,51.26,-80.61,42.8,10.29
422,Egvekinot,27,RU,9/29/19 14:47,94,66.32,-179.17,31.81,7.36
423,Vestmannaeyjar,75,IS,9/29/19 14:47,93,63.44,-20.27,50,9.17
424,Henties Bay,18,NA,9/29/19 14:47,87,-22.12,14.28,63,5.99
425,Colac,92,AU,9/29/19 14:47,84,-38.34,143.59,48.99,2.57
426,Borovoy,100,RU,9/29/19 14:47,92,63.23,52.89,40.81,7.38
427,Vilyuysk,100,RU,9/29/19 14:47,76,63.75,121.63,32.35,9.95
428,Altay,100,CN,9/29/19 14:47,83,47.83,88.13,47.65,3.31
429,Sao Jose da Coroa Grande,95,BR,9/29/19 14:47,59,-8.9,-35.15,81.13,7.54
430,Totness,1,US,9/29/19 14:47,54,33.74,-80.8,86,5.82
431,Sao Felix do Xingu,100,BR,9/29/19 14:47,57,-6.64,-51.99,88.69,4.79
432,Pacifica,1,US,9/29/19 14:47,87,37.61,-122.49,54,3.36
433,Severodvinsk,75,RU,9/29/19 14:47,66,64.56,39.82,48.2,2.24
434,Marquette,75,US,9/29/19 14:47,81,46.54,-87.4,51.01,8.05
435,Itapema,40,BR,9/29/19 14:47,64,-27.09,-48.61,72,10.29
436,Klaksvik,100,FO,9/29/19 14:47,81,62.23,-6.59,48.2,18.34
437,Rabat,0,MA,9/29/19 14:47,57,34.02,-6.83,84,9.17
438,Destin,1,US,9/29/19 14:43,78,30.39,-86.5,86,6.93
439,El Cobre,75,VE,9/29/19 14:48,88,8.04,-72.06,75.2,4.7
440,Cap Malheureux,20,MU,9/29/19 14:48,73,-19.98,57.61,75.2,11.41
441,Skala Fourkas,0,GR,9/29/19 14:48,39,40,23.38,82.4,10.29
442,Maniitsoq,85,GL,9/29/19 14:48,66,65.42,-52.9,44.41,7.11
443,Erdenet,0,MN,9/29/19 14:48,61,49.03,104.04,50.71,5.3
444,Salalah,40,OM,9/29/19 14:48,83,17.01,54.1,82.4,14.99
445,Lavrentiya,45,RU,9/29/19 14:48,91,65.58,-170.99,34.15,2.46
446,Belle Fourche,90,US,9/29/19 14:48,100,44.67,-103.85,52,6.93
447,Yendi,1,GH,9/29/19 14:48,53,9.45,0,90.67,3.36
448,Constitucion,20,MX,9/29/19 14:48,87,23.99,-104.67,64,4.7
449,Ulaanbaatar,40,MN,9/29/19 14:48,76,47.92,106.92,51.8,4.47
450,Maraba,40,BR,9/29/19 14:48,55,-5.35,-49.1,89.6,4.7
451,Inongo,42,CD,9/29/19 14:48,72,-1.93,18.29,81.49,3.83
452,Chara,0,GR,9/29/19 14:48,57,39.42,22.43,86,10.29
453,Khorinsk,52,RU,9/29/19 14:48,98,52.16,109.78,36.85,2.28
454,Puerto Narino,40,CO,9/29/19 14:48,79,-3.77,-70.38,86,4.7
455,Oksfjord,75,NO,9/29/19 14:48,64,70.24,22.35,39.2,11.41
456,Gallup,1,US,9/29/19 14:47,71,35.53,-108.74,55.99,6.93
457,Kurilsk,48,RU,9/29/19 14:48,89,45.23,147.88,60.43,10.83
458,Liverpool,75,GB,9/29/19 14:48,93,53.41,-2.98,57.2,16.11
459,Esso,100,RU,9/29/19 14:48,89,55.93,158.7,30.19,7.65
460,Richards Bay,67,ZA,9/29/19 14:48,77,-28.77,32.06,72.85,29.42
461,Burnie,20,AU,9/29/19 14:48,84,-41.05,145.91,40.09,5.08
462,Umm Lajj,0,SA,9/29/19 14:48,79,25.02,37.27,83.47,13.85
463,Half Moon Bay,1,US,9/29/19 14:48,87,37.46,-122.43,55,3.36
464,Salta,0,AR,9/29/19 14:48,30,-24.79,-65.41,84.2,5.82
465,Makakilo City,90,US,9/29/19 14:48,88,21.35,-158.09,80.6,3.36
466,Bilma,80,NE,9/29/19 14:48,8,18.69,12.92,103.99,7.7
467,Emporia,75,US,9/29/19 14:48,94,38.4,-96.18,80.01,14.99
468,Cochrane,100,CL,9/29/19 14:48,100,-47.25,-72.57,32.89,2.98
469,Palmerston,0,AU,9/29/19 14:48,74,-12.49,130.99,80.6,6.93
470,Berlevag,75,NO,9/29/19 14:48,69,70.86,29.09,35.6,4.7
471,Malumfashi,19,NG,9/29/19 14:48,46,11.79,7.62,89.59,10.27
472,Sao Raimundo das Mangabeiras,87,BR,9/29/19 14:48,29,-7.02,-45.48,96.25,8.43
473,Nyurba,100,RU,9/29/19 14:48,87,63.29,118.35,33.79,6.11
474,Belmonte,0,PT,9/29/19 14:48,56,40.36,-7.35,78.01,3
475,Indianola,40,US,9/29/19 14:48,88,40.24,-100.42,71.6,19.46
476,Castanos,40,MX,9/29/19 14:48,78,26.78,-101.42,84.99,4.54
477,Bima,56,ID,9/29/19 14:48,96,-8.45,118.73,66.55,1.59
478,Caceres,69,CO,9/29/19 14:48,67,5.53,-74.53,75.91,3.71
479,Bowling Green,1,US,9/29/19 14:45,54,36.99,-86.44,86,5.82
480,Talcahuano,75,CL,9/29/19 14:48,71,-36.72,-73.12,55.4,6.93
481,Dudinka,75,RU,9/29/19 14:48,98,69.41,86.18,32,6.71
482,Shenjiamen,0,CN,9/29/19 14:48,77,29.96,122.3,73.03,1.3
483,Yorkton,90,CA,9/29/19 14:48,69,51.21,-102.46,37.4,10.29
484,Bikaner,53,IN,9/29/19 14:49,51,28.02,73.32,87.07,16.28
485,Rio Gallegos,0,AR,9/29/19 14:49,52,-51.62,-69.22,46.4,5.82
486,Sheridan,20,US,9/29/19 14:49,34,39.65,-105.03,72,9.17
487,Bajil,0,ES,9/29/19 14:49,33,38.23,-2.07,87.01,4
488,Ugoofaaru,100,MV,9/29/19 14:49,76,5.67,73,81.67,7.05
489,Hanzhong,17,CN,9/29/19 14:49,79,33.08,107.03,65.47,3.18
490,Ancud,40,CL,9/29/19 14:47,76,-41.87,-73.83,48.2,12.75
491,Buta,100,CD,9/29/19 14:49,96,2.79,24.73,76.81,2.17
492,Yaan,100,NG,9/29/19 14:49,73,7.38,8.57,81.49,5.77
493,Cutler,0,US,9/29/19 14:49,93,36.52,-119.29,52,1.48
494,Lagoa,0,PT,9/29/19 14:49,78,37.14,-8.45,78.01,6.93
495,Dong Hoi,78,VN,9/29/19 14:49,88,17.48,106.6,71.59,2.73
496,Rio Grande,75,BR,9/29/19 14:49,64,-32.03,-52.1,71.6,11.41
497,Kipini,40,KE,9/29/19 14:49,74,-2.53,40.53,82.4,6.93
498,Kargat,100,RU,9/29/19 14:49,96,55.19,80.28,37.39,24.38
499,Imeni Babushkina,5,RU,9/29/19 14:49,85,59.76,43.13,38.83,6.04
500,Batabano,40,CU,9/29/19 14:49,88,22.72,-82.29,82.4,10.29
501,Micheweni,100,TZ,9/29/19 14:49,83,-4.97,39.83,79.69,14.16
502,Shirokiy,100,RU,9/29/19 14:49,51,53.87,39.17,53.01,3
503,Derzhavinsk,51,KZ,9/29/19 14:49,52,51.1,66.31,40.63,7.07
504,Chudniv,24,UA,9/29/19 14:49,76,50.05,28.12,59.89,9.31
505,Dakar,40,SN,9/29/19 14:49,62,14.69,-17.45,87.8,14.99
506,Voyvozh,100,RU,9/29/19 14:49,91,62.89,54.96,41.17,8.05
507,Pingxiang,0,CN,9/29/19 14:49,51,27.63,113.85,69.61,2.51
508,Trapani,20,IT,9/29/19 14:49,73,38.02,12.54,77,12.75
509,Palmer,0,AU,9/29/19 14:49,76,-34.85,139.16,53.01,4.7
510,Port Hedland,0,AU,9/29/19 14:49,73,-20.31,118.58,73.4,8.05
511,Freeport,40,BS,9/29/19 14:48,74,26.54,-78.7,82.4,16.11
512,Agadez,20,NE,9/29/19 14:49,13,16.97,7.99,105.8,11.41
513,Frontignan,0,FR,9/29/19 14:49,78,43.45,3.75,78.01,8.05
514,Zhangye,0,CN,9/29/19 14:49,21,38.94,100.46,63.31,2.06
515,Olavarria,0,AR,9/29/19 14:49,53,-36.89,-60.32,75,4
516,Udachnyy,90,RU,9/29/19 14:49,86,66.42,112.4,28.4,4.47
517,Vardo,1,US,9/29/19 14:49,73,39.62,-77.74,81,9.17
518,Touros,75,BR,9/29/19 14:49,58,-5.2,-35.46,84.2,17.22
519,Inhambane,20,MZ,9/29/19 14:49,69,-23.87,35.38,78.8,11.41
520,Deniliquin,91,AU,9/29/19 14:49,79,-35.53,144.96,50,11.01
521,Armidale,0,AU,9/29/19 14:49,40,-30.51,151.67,37,1.25
522,Porto Novo,75,BR,9/29/19 14:49,64,-23.68,-45.44,69.8,3.36
523,Govardhan,20,IN,9/29/19 14:49,94,27.5,77.46,78.8,4.7
524,Winslow,75,GB,9/29/19 14:49,88,51.94,-0.88,66.2,11.41
525,Conde,100,BR,9/29/19 14:49,53,-11.81,-37.61,85.09,5.21
526,Ballina,40,IE,9/29/19 14:49,71,54.11,-9.15,59,16.11
527,Boo,100,NG,9/29/19 14:49,73,7.44,8.9,81.49,5.77
528,Ust-Ilimsk,100,RU,9/29/19 14:49,75,57.96,102.73,34.51,2.73
529,Nome,1,US,9/29/19 14:49,66,30.04,-94.42,86,5.82
530,Anori,99,BR,9/29/19 14:50,60,-3.74,-61.66,85.99,2.24
531,Champerico,90,MX,9/29/19 14:50,94,16.38,-93.6,71.6,3.13
532,Ahipara,100,NZ,9/29/19 14:50,100,-35.17,173.16,57.99,1.01
533,Esna,75,RO,9/29/19 14:50,41,45.2,27.57,77,9.17
534,Chibombo,94,ZM,9/29/19 14:50,6,-14.68,28.09,91.75,6.76
535,Aden,66,YE,9/29/19 14:50,51,12.79,45.03,90.31,10.02
536,Fort Nelson,20,CA,9/29/19 14:50,92,58.81,-122.69,26.6,3.36
537,Glendive,90,US,9/29/19 14:50,100,47.11,-104.71,44.01,24.16
538,Linhares,85,BR,9/29/19 14:46,62,-19.38,-40.06,78.79,4.65
539,Cocobeach,75,GA,9/29/19 14:50,88,1.01,9.58,77,8.05
540,Saquarema,90,BR,9/29/19 14:50,77,-22.93,-42.51,71.6,6.93
541,Nara,100,JP,9/29/19 14:50,94,34.68,135.8,81,6.93
542,Sarangani,35,PH,9/29/19 14:50,71,5.4,125.46,83.29,2.01
543,Pangoa,96,PE,9/29/19 14:50,45,-12.12,-73,89.05,2.24
544,Arlit,7,NE,9/29/19 14:50,7,18.74,7.39,104.53,2.51
545,Auckland,98,NZ,9/29/19 14:50,87,-36.85,174.77,57,8.05
546,Linkoping,75,SE,9/29/19 14:50,93,58.41,15.62,57.2,3.36
547,Mogadishu,40,SO,9/29/19 14:49,69,2.04,45.34,82.4,14.99
548,Frankfort,1,US,9/29/19 14:50,54,38.2,-84.87,84,4.7
549,Ilorin,20,NG,9/29/19 14:50,52,8.5,4.55,87.8,5.82
550,Plouzane,90,FR,9/29/19 14:50,77,48.38,-4.62,63,13.87
551,Tokur,0,RU,9/29/19 14:50,89,53.13,132.9,31.63,5.08
552,North Bend,90,US,9/29/19 14:50,93,43.41,-124.22,46,10.29
553,Victor Harbor,0,AU,9/29/19 14:50,76,-35.55,138.62,52,4.7
554,Samarinda,100,ID,9/29/19 14:50,97,-0.5,117.14,74.83,2.8
555,Fortuna Foothills,20,US,9/29/19 14:50,45,32.66,-114.41,70,13.87
